Time,Channel A
(s),(V)

0.00000000,2.01117000
0.00666670,2.01239100
0.01333340,2.01101700
0.02000010,2.00735500
0.02666680,2.01361100
0.03333350,2.00415100
0.04000020,2.01574800
0.04666690,2.00918600
0.05333360,2.01117000
0.06000030,2.01117000
0.06666700,2.00827100
0.07333370,2.00796500
0.08000040,2.01055900
0.08666710,2.01055900
0.09333380,2.00811800
0.10000050,2.01239100
0.10666720,2.00537100
0.11333390,2.01117000
0.12000060,2.01498500
0.12666730,2.00979600
0.13333400,2.00994900
0.14000070,2.01147500
0.14666740,2.00964400
0.15333410,2.00872800
0.16000080,2.01086400
0.16666750,2.00872800
0.17333420,2.00827100
0.18000090,2.01269600
0.18666760,2.01147500
0.19333430,2.01101700
0.20000100,2.01315400
0.20666770,2.01223800
0.21333440,2.01101700
0.22000110,2.01071200
0.22666780,2.00720200
0.23333450,2.01330600
0.24000120,2.00827100
0.24666790,2.01269600
0.25333460,2.00735500
0.26000130,2.01498500
0.26666800,2.01101700
0.27333470,2.01147500
0.28000140,2.01391600
0.28666810,2.01147500
0.29333480,2.01376400
0.30000150,2.01147500
0.30666819,2.01010200
0.31333489,2.00964400
0.32000159,2.00842300
0.32666829,2.01223800
0.33333499,2.00689700
0.34000169,2.01300100
0.34666839,2.01055900
0.35333509,2.01300100
0.36000179,2.01483200
0.36666849,2.00872800
0.37333519,2.01376400
0.38000189,2.00933900
0.38666859,2.01361100
0.39333529,2.01040700
0.40000199,2.01315400
0.40666869,2.01208500
0.41333539,2.01391600
0.42000209,2.01239100
0.42666879,2.00949100
0.43333549,2.01055900
0.44000219,2.01391600
0.44666889,2.01055900
0.45333559,2.01040700
0.46000229,2.01223800
0.46666899,2.01300100
0.47333569,2.01391600
0.48000239,2.00979600
0.48666909,2.01513700
0.49333579,2.01574800
0.50000249,2.00857600
0.50666919,2.01498500
0.51333589,2.01147500
0.52000259,2.01635800
0.52666929,2.01086400
0.53333599,2.01178000
0.54000269,2.01239100
0.54666939,2.01239100
0.55333609,2.01300100
0.56000279,2.01223800
0.56666949,2.01239100
0.57333619,2.01239100
0.58000289,2.01620500
0.58666959,2.01361100
0.59333629,2.01208500
0.60000299,2.01345900
0.60666969,2.01513700
0.61333639,2.01147500
0.62000309,2.01391600
0.62666979,2.01544200
0.63333649,2.01208500
0.64000319,2.01620500
0.64666989,2.01467900
0.65333659,2.01391600
0.66000329,2.01666300
0.66666999,2.01620500
0.67333669,2.01055900
0.68000339,2.01742600
0.68667009,2.01544200
0.69333679,2.01010200
0.70000349,2.01559500
0.70667019,2.01269600
0.71333689,2.01269600
0.72000359,2.01620500
0.72667029,2.01467900
0.73333699,2.01437400
0.74000369,2.01376400
0.74667039,2.01330600
0.75333709,2.01055900
0.76000379,2.01513700
0.76667049,2.01361100
0.77333719,2.01178000
0.78000389,2.01147500
0.78667059,2.01055900
0.79333729,2.01361100
0.80000399,2.01055900
0.80667069,2.01361100
0.81333739,2.01513700
0.82000409,2.01376400
0.82667079,2.01361100
0.83333749,2.01193300
0.84000419,2.01147500
0.84667089,2.01437400
0.85333759,2.00964400
0.86000429,2.01239100
0.86667099,2.01437400
0.87333769,2.01193300
0.88000439,2.01223800
0.88667109,2.01467900
0.89333779,2.01178000
0.90000449,2.01376400
0.90667119,2.01193300
0.91333788,2.01132200
0.92000458,2.01269600
0.92667128,2.01117000
0.93333798,2.01055900
0.94000468,2.01437400
0.94667138,2.01452700
0.95333808,2.01345900
0.96000478,2.01742600
0.96667148,2.01498500
0.97333818,2.01361100
0.98000488,2.01437400
0.98667158,2.01040700
0.99333828,2.01315400
1.00000498,2.01391600
1.00667168,2.01239100
1.01333838,2.01330600
1.02000508,2.01712100
1.02667178,2.01239100
1.03333848,2.01101700
1.04000518,2.01666300
1.04667188,2.01452700
1.05333858,2.00994900
1.06000528,2.01452700
1.06667198,2.00994900
1.07333868,2.00994900
1.08000538,2.00857600
1.08667208,2.01193300
1.09333878,2.00811800
1.10000548,2.01208500
1.10667218,2.01742600
1.11333888,2.00598200
1.12000558,2.01345900
1.12667228,2.00857600
1.13333898,2.01147500
1.14000568,2.01223800
1.14667238,2.00338700
1.15333908,2.01086400
1.16000578,2.00796500
1.16667248,2.01269600
1.17333918,2.00582900
